id_poliza,num_poliza,nombre_x,apellido_paterno,apellido_materno,rfc,fecha_nacimiento,edad,sexo,estado_civil,ocupacion,ramo,plan,fecha_emision,fecha_inicio_vigencia,fecha_fin_vigencia,num_renovaciones,status_poliza,motivo_baja,canal_venta,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,suma_asegurada,deducible,prima_neta,prima_total,forma_pago,agente_id,estado,municipio,codigo_postal,nombre_largo_x,tasa_base_x,nombre_largo_y,tasa_base_y,nombre_y,region_x,g_edad,nombre_largo,tasa_base,nombre,region_y,prima_calc,nivel_riesgo,edad_calc,dias_vigencia,fraccion_expuesta
POL-031207,GMM-19-031207,Miguel,Dominguez,Vega,DOMV830129SU1,1983-01-29,43,F,Casado,Administrativo,GMM,Elite,2019-09-15,2019-09-15,2020-09-15,4,Vigente,,Banca Seguros,,,,3000000,20000.0,68970.0,86405.62,Mensual,AG017,Coahuila,Saltillo,74992.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Diana Molina,Sonora,31-45,Gastos Medicos Mayores,0.022,Diana Molina,Sonora,76560.0,ALTO,43.3,366,1.0
POL-031208,GMM-20-031208,Antonio,Torres,Reyes,TOAR790612DD0,1979-06-12,46,F,Casado,Empresario,GMM,Premium,2020-05-29,2020-05-29,2021-05-29,1,Vigente,,Agente,,,,200000,5000.0,4796.0,5563.36,Anual,AG040,Coahuila,Monclova,67466.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Luz Rodriguez,Tamaulipas,46-60,Gastos Medicos Mayores,0.022,Luz Rodriguez,Tamaulipas,5104.0,BAJO,46.9,365,1.0
POL-031209,GMM-24-031209,Laura,Chavez,Reyes,CHLR001011FX2,2000-10-11,25,F,Casado,Arquitecto,GMM,Basico,2024-04-24,2024-04-24,2025-04-24,3,Vigente,,Broker,,,,300000,20000.0,6600.0,8268.48,Mensual,AG035,Coahuila,Acuna,52059.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Lorena Ramos,Estado de Mexico,18-30,Gastos Medicos Mayores,0.022,Lorena Ramos,Estado de Mexico,7655.999999999999,MEDIO,25.6,365,1.0
POL-031210,GMM-24-031210,Sofia,Vega,Vargas,VESV010324ZJ2,2001-03-24,25,M,Soltero,Analista,GMM,Premium,2024-03-08,2024-03-08,2025-03-08,1,Vigente,,Agente,,,,300000,8000.0,6600.0,8268.48,Mensual,AG038,Jalisco,Puerto Vallarta,77615.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Lorena Morales,Chihuahua,18-30,Gastos Medicos Mayores,0.022,Lorena Morales,Chihuahua,7655.999999999999,MEDIO,25.2,365,1.0
POL-031211,Aut-23-031211,Martha,Morales,Hernandez,MOMH620901RL0,1962-09-01,63,M,Union libre,Ejecutivo,Autos,Amplia Plus,2023-09-11,2023-09-11,2024-09-11,2,Vigente,,Agente,Chevrolet,2017.0,Camioneta,800000,5000.0,28000.0,35078.4,Mensual,AG071,Queretaro,Queretaro,68806.0,Automoviles,0.035,Automoviles,0.035,Gabriela Aguilar,Estado de Mexico,61+,Automoviles,0.035,Gabriela Aguilar,Estado de Mexico,32480.000000000004,ALTO,63.7,366,1.0
POL-031212,GMM-19-031212,Ricardo,Dominguez,Ramirez,DORR800416ES8,1980-04-16,46,M,Viudo,Medico,GMM,Basico,2019-08-15,2019-08-15,2020-08-15,2,Vencida,,Agente,,,,1000000,8000.0,23980.0,28651.3,Semestral,AG056,Jalisco,Guadalajara,59730.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Monica Ortiz,Tamaulipas,46-60,Gastos Medicos Mayores,0.022,Monica Ortiz,Tamaulipas,25520.0,ALTO,46.1,366,1.0
POL-031213,GMM-23-031213,Fernanda,Romero,Morales,ROFM891218BD2,1989-12-18,36,F,Divorciado,Gerente,GMM,Premium,2023-11-30,2023-11-30,2024-11-30,1,Vigente,,Banca Seguros,,,,200000,5000.0,4400.0,5104.0,Anual,AG041,Baja California,Mexicali,50449.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Pablo Dominguez,Baja California,31-45,Gastos Medicos Mayores,0.022,Pablo Dominguez,Baja California,5104.0,BAJO,36.4,366,1.0
POL-031214,GMM-19-031214,Irene,Cruz,Gutierrez,CRIG630212GK9,1963-02-12,63,M,Casado,Administrativo,GMM,Elite,2019-11-29,2019-11-29,2020-11-29,0,Vigente,,Agente,,,,2000000,5000.0,59180.0,72081.24,Trimestral,AG057,Sonora,Nogales,40788.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Sofia Lopez,CDMX,61+,Gastos Medicos Mayores,0.022,Sofia Lopez,CDMX,51040.0,ALTO,63.3,366,1.0
POL-031215,Aut-21-031215,Jose,Morales,Hernandez,MOJH971203ZU1,1997-12-03,28,F,Soltero,Ama de casa,Autos,Amplia Plus,2021-03-08,2021-03-08,2022-03-08,0,Vigente,,Broker,Hyundai,2018.0,Compacto,300000,5000.0,10500.0,12180.0,Anual,AG035,Michoacan,Lazaro Cardenas,47323.0,Automoviles,0.035,Automoviles,0.035,Lorena Ramos,Estado de Mexico,18-30,Automoviles,0.035,Lorena Ramos,Estado de Mexico,12180.000000000002,MEDIO,28.5,365,1.0
POL-031216,GMM-23-031216,Monica,Rodriguez,Lopez,ROML970531AM7,1997-05-31,28,F,Union libre,Arquitecto,GMM,Basico,2023-10-14,2023-10-14,2024-10-14,1,Vigente,,Agente,,,,200000,10000.0,4400.0,5512.32,Mensual,AG019,Tamaulipas,Matamoros,20761.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Silvia Hernandez,Veracruz,18-30,Gastos Medicos Mayores,0.022,Silvia Hernandez,Veracruz,5104.0,BAJO,29.0,366,1.0
POL-031217,Vid-23-031217,Rosa,Lopez,Morales,LORM790731UZ7,1979-07-31,46,F,Casado,Ejecutivo,Vida,10 anios,2023-01-18,2023-01-18,2024-01-18,1,Vigente,,Agente,,,,1000000,,21960.0,26237.81,Semestral,AG008,Nuevo Leon,San Pedro,74743.0,Vida Individual,0.018,Vida Individual,0.018,Sandra Reyes,Guanajuato,46-60,Vida Individual,0.018,Sandra Reyes,Guanajuato,20880.0,ALTO,46.8,365,1.0
POL-031218,GMM-22-031218,Luz,Sanchez,Flores,SALF880418UR9,1988-04-18,38,M,Viudo,Maestro,GMM,Premium,2022-10-07,2022-10-07,2023-10-07,4,Vigente,,Agente,,,,2000000,20000.0,44000.0,53592.0,Trimestral,AG006,Baja California,Mexicali,57996.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Jose Medina,Yucatan,31-45,Gastos Medicos Mayores,0.022,Jose Medina,Yucatan,51040.0,ALTO,38.1,365,1.0
POL-031219,Aut-24-031219,Martha,Reyes,Morales,REMM680126BN3,1968-01-26,58,M,Divorciado,Comerciante,Autos,RC+LT,2024-07-09,2024-07-09,2025-07-09,1,Vencida,,Agente,Ford,2025.0,Compacto,150000,3000.0,5250.0,6090.0,Anual,AG045,CDMX,Benito Juarez,27916.0,Automoviles,0.035,Automoviles,0.035,Leticia Morales,Tamaulipas,46-60,Automoviles,0.035,Leticia Morales,Tamaulipas,6090.000000000001,MEDIO,58.3,365,1.0
POL-031220,Aut-23-031220,Rocio,Moreno,Mendoza,MORM720303OY2,1972-03-03,54,F,Viudo,Director,Autos,RC+LT,2023-08-05,2023-08-05,2024-08-05,1,Vigente,,Promotor,Volkswagen,2019.0,Hatchback,300000,8000.0,10500.0,13154.4,Mensual,AG007,CDMX,Tlalpan,98177.0,Automoviles,0.035,Automoviles,0.035,Gloria Soto,Baja California,46-60,Automoviles,0.035,Gloria Soto,Baja California,12180.000000000002,MEDIO,54.2,366,1.0
POL-031221,GMM-23-031221,Eduardo,Lopez,Lopez,LOEL020602CE7,2002-06-02,23,F,Divorciado,Ama de casa,GMM,Elite,2023-02-10,2023-02-10,2024-02-10,0,Vigente,,Banca Seguros,,,,300000,15000.0,6600.0,7656.0,Anual,AG005,Coahuila,Acuna,83774.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Claudia Salazar,Estado de Mexico,18-30,Gastos Medicos Mayores,0.022,Claudia Salazar,Estado de Mexico,7655.999999999999,MEDIO,24.0,365,1.0
POL-031222,Aut-20-031222,Patricia,Chavez,Torres,CHPT771224RE7,1977-12-24,48,M,Casado,Ejecutivo,Autos,RC+LT,2020-10-08,2020-10-08,2021-10-08,0,Vigente,,Broker,Mazda,2024.0,Lujo,200000,3000.0,7000.0,8120.0,Anual,AG048,Coahuila,Torreon,89534.0,Automoviles,0.035,Automoviles,0.035,Juan Ramos,Puebla,46-60,Automoviles,0.035,Juan Ramos,Puebla,8120.000000000001,MEDIO,48.4,365,1.0
POL-031223,Acc-23-031223,Juan,Sanchez,Silva,SAJS661218SU4,1966-12-18,59,F,Divorciado,Empresario,Accidentes Personales,Familiar,2023-11-20,2023-11-20,2024-11-20,3,Vigente,,Agente,,,,500000,3000.0,6000.0,7308.0,Trimestral,AG050,Queretaro,Corregidora,95693.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Gabriela Rios,Nuevo Leon,46-60,Accidentes Personales,0.012,Gabriela Rios,Nuevo Leon,6959.999999999999,MEDIO,59.4,366,1.0
POL-031224,GMM-20-031224,Pablo,Navarro,Vega,NAPV890620IU1,1989-06-20,36,F,Union libre,Independiente,GMM,Plus,2020-05-16,2020-05-16,2021-05-16,1,Vigente,,Digital,,,,500000,15000.0,11000.0,12760.0,Anual,AG063,Guanajuato,Irapuato,65948.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Raul Navarro,Puebla,31-45,Gastos Medicos Mayores,0.022,Raul Navarro,Puebla,12760.0,MEDIO,36.9,365,1.0
POL-031225,GMM-23-031225,Diana,Salazar,Gutierrez,SADG810815TM8,1981-08-15,44,F,Viudo,,GMM,Elite,2023-11-18,2023-11-18,2024-11-18,1,Vigente,,Agente,,,,300000,10000.0,6996.0,8115.36,Anual,AG035,Yucatan,Hunucma,,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Lorena Ramos,Estado de Mexico,31-45,Gastos Medicos Mayores,0.022,Lorena Ramos,Estado de Mexico,7655.999999999999,MEDIO,44.8,366,1.0
POL-031226,Vid-21-031226,Hector,Ruiz,Gutierrez,RUHG881101OB0,1988-11-01,37,F,Casado,Empresario,Vida,Permanente,2021-09-28,2021-09-28,2022-09-28,3,Vigente,,Directo,,,,1000000,,18720.0,21715.2,Anual,AG039,Sonora,Navojoa,77728.0,Vida Individual,0.018,Vida Individual,0.018,Fernando Torres,Jalisco,31-45,Vida Individual,0.018,Fernando Torres,Jalisco,20880.0,ALTO,37.5,365,1.0
POL-031227,Acc-20-031227,Alejandro,Vega,Gonzalez,VEAG630201MQ7,1963-02-01,63,F,Soltero,Medico,Accidentes Personales,Familiar,2020-07-25,2020-07-25,2021-07-25,0,Vigente,,Broker,,,,300000,2000.0,3600.0,4301.28,Semestral,AG058,Michoacan,Zamora,33779.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Luis Silva,Coahuila,61+,Accidentes Personales,0.012,Luis Silva,Coahuila,4176.0,BAJO,63.3,365,1.0
POL-031228,GMM-21-031228,Antonio,Soto,Sanchez,SOAS800627VS1,1980-06-27,45,M,Union libre,Ama de casa,GMM,Basico,2021-02-22,2021-02-22,2022-02-22,1,Vigente,,Agente,,,,500000,8000.0,11825.0,14402.85,Trimestral,AG033,Sonora,Guaymas,81697.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Manuel Dominguez,CDMX,31-45,Gastos Medicos Mayores,0.022,Manuel Dominguez,CDMX,12760.0,MEDIO,45.9,365,1.0
POL-031229,GMM-24-031229,Martha,Soto,Martinez,SOMM951010RZ7,1995-10-10,30,M,Union libre,Medico,GMM,Elite,2024-04-21,2024-04-21,2025-04-21,3,Vigente,,Directo,,,,300000,15000.0,6600.0,7885.68,Semestral,AG038,CDMX,Miguel Hidalgo,16670.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Lorena Morales,Chihuahua,18-30,Gastos Medicos Mayores,0.022,Lorena Morales,Chihuahua,7655.999999999999,MEDIO,30.6,365,1.0
POL-031230,GMM-23-031230,Antonio,Martinez,Vargas,MAAV681117LD0,1968-11-17,57,F,Casado,Gerente,GMM,Basico,2023-02-23,2023-02-23,2024-02-23,1,Vigente,,Promotor,,,,200000,10000.0,5522.0,6725.8,Trimestral,AG025,Nuevo Leon,Apodaca,29259.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Eduardo Martinez,Tamaulipas,46-60,Gastos Medicos Mayores,0.022,Eduardo Martinez,Tamaulipas,5104.0,BAJO,57.5,365,1.0
POL-031231,GMM-20-031231,Elena,Perez,Garcia,PEEG971106DX8,1997-11-06,28,F,Casado,Medico,GMM,Plus,2020-08-11,2020-08-11,2021-08-11,3,Vigente,,Agente,,,,300000,20000.0,6600.0,7885.68,Semestral,AG057,Queretaro,Queretaro,81916.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Sofia Lopez,CDMX,18-30,Gastos Medicos Mayores,0.022,Sofia Lopez,CDMX,7655.999999999999,MEDIO,28.5,365,1.0
POL-031232,GMM-20-031232,Eduardo,Aguilar,Flores,AGEF840414GD0,1984-04-14,42,M,Divorciado,Gerente,GMM,Basico,2020-08-29,2020-08-29,2021-08-29,0,Vigente,,Agente,,,,2000000,8000.0,45320.0,55199.76,Trimestral,AG065,Nuevo Leon,Apodaca,59102.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Enrique Romero,Baja California,31-45,Gastos Medicos Mayores,0.022,Enrique Romero,Baja California,51040.0,ALTO,42.1,365,1.0
POL-031233,GMM-20-031233,Esperanza,Ramirez,Lopez,RAEL910905YK8,1991-09-05,34,M,Soltero,Jubilado,GMM,Plus,2020-05-28,2020-05-28,2021-05-28,0,Vigente,,Broker,,,,800000,10000.0,17600.0,21028.48,Semestral,AG032,CDMX,Miguel Hidalgo,87020.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Norma Medina,Yucatan,31-45,Gastos Medicos Mayores,0.022,Norma Medina,Yucatan,20416.0,ALTO,34.7,365,1.0
POL-031234,Vid-22-031234,Esperanza,Nunez,Rivera,NUER790420SL2,1979-04-20,47,M,Divorciado,Empleado,Vida,Permanente,2022-04-30,2022-04-30,2023-04-30,0,Vigente,,Directo,,,,3000000,,66960.0,77673.6,Anual,AG006,Guanajuato,Irapuato,54405.0,Vida Individual,0.018,Vida Individual,0.018,Jose Medina,Yucatan,46-60,Vida Individual,0.018,Jose Medina,Yucatan,62639.999999999985,ALTO,47.1,365,1.0
POL-031235,GMM-21-031235,Jose,Vega,Ramirez,VEJR941002TN3,1994-10-02,31,M,Union libre,Comerciante,GMM,Premium,2021-08-19,2021-08-19,2022-08-19,0,Vigente,,Agente,,,,300000,20000.0,6600.0,8038.8,Trimestral,AG029,Veracruz,Veracruz,86987.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Manuel Soto,Veracruz,31-45,Gastos Medicos Mayores,0.022,Manuel Soto,Veracruz,7655.999999999999,MEDIO,31.6,365,1.0
POL-031236,Aut-24-031236,Jose,Ramos,Vega,RAJV990703ZI7,1999-07-03,26,M,Union libre,Administrativo,Autos,Amplia,2024-05-04,2024-05-04,2025-05-04,1,Vigente,,Agente,Hyundai,2018.0,Lujo,400000,3000.0,14000.0,16727.2,Semestral,AG048,Sonora,Nogales,89278.0,Automoviles,0.035,Automoviles,0.035,Juan Ramos,Puebla,18-30,Automoviles,0.035,Juan Ramos,Puebla,16240.000000000002,ALTO,26.9,365,1.0
POL-031237,Vid-21-031237,Eduardo,Garcia,Mendoza,GAEM760520VK4,1976-05-20,49,M,Casado,Comerciante,Vida,10 anios,2021-09-18,2021-09-18,2022-09-18,2,Vigente,,Agente,,,,5000000,,115200.0,133632.0,Anual,AG058,Sonora,Ciudad Obregon,81997.0,Vida Individual,0.018,Vida Individual,0.018,Luis Silva,Coahuila,46-60,Vida Individual,0.018,Luis Silva,Coahuila,104400.0,ALTO,50.0,365,1.0
POL-031238,Acc-20-031238,Jorge,Hernandez,Vargas,HEJV901130KG1,1990-11-30,35,M,Union libre,Consultor,Accidentes Personales,Familiar,2020-01-03,2020-01-03,2021-01-03,3,Vigente,,Agente,,,,500000,1000.0,6000.0,7168.8,Semestral,AG063,Michoacan,Zamora,49276.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Raul Navarro,Puebla,31-45,Accidentes Personales,0.012,Raul Navarro,Puebla,6959.999999999999,MEDIO,35.5,366,1.0
POL-031239,Vid-21-031239,Norma,Silva,Garcia,SING880506XK2,1988-05-06,37,M,Union libre,Arquitecto,Vida,20 anios,2021-12-22,2021-12-22,2022-12-22,2,Vigente,,Agente,,,,2000000,,37440.0,43430.4,Anual,AG074,Chihuahua,Parral,90464.0,Vida Individual,0.018,Vida Individual,0.018,Carmen Ortiz,Estado de Mexico,31-45,Vida Individual,0.018,Carmen Ortiz,Estado de Mexico,41760.0,ALTO,38.0,365,1.0
POL-031240,Acc-19-031240,Sandra,Garcia,Ramos,GASR600304BS7,1960-03-04,66,M,Divorciado,Medico,Accidentes Personales,Individual,2019-08-29,2019-08-29,2020-08-29,0,Vigente,,Agente,,,,500000,1000.0,6000.0,7308.0,Trimestral,AG040,Jalisco,Tlaquepaque,23087.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Luz Rodriguez,Tamaulipas,61+,Accidentes Personales,0.012,Luz Rodriguez,Tamaulipas,6959.999999999999,MEDIO,66.2,366,1.0
POL-031241,Aut-24-031241,Alicia,Vargas,Diaz,VAAD860724ZP8,1986-07-24,39,M,Divorciado,,Autos,Amplia,2024-08-19,2024-08-19,2025-08-19,1,Vigente,,Agente,BMW,2020.0,Lujo,200000,8000.0,7000.0,8769.6,Mensual,AG033,Baja California,Mexicali,72054.0,Automoviles,0.035,Automoviles,0.035,Manuel Dominguez,CDMX,31-45,Automoviles,0.035,Manuel Dominguez,CDMX,8120.000000000001,MEDIO,39.8,365,1.0
POL-031242,GMM-24-031242,Alicia,Medina,Sanchez,MEAS820501XF1,1982-05-01,43,M,Soltero,Consultor,GMM,Plus,2024-10-30,2024-10-30,2025-10-30,1,Vigente,,Broker,,,,3000000,8000.0,68970.0,80005.2,Anual,AG031,Baja California,Rosarito,26136.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Jorge Romero,Chihuahua,31-45,Gastos Medicos Mayores,0.022,Jorge Romero,Chihuahua,76560.0,ALTO,44.0,365,1.0
POL-031243,Acc-21-031243,Enrique,Torres,Perez,TOEP621112JX9,1962-11-12,63,F,Divorciado,,Accidentes Personales,Familiar,2021-10-16,2021-10-16,2022-10-16,1,Vigente,,Banca Seguros,,,,500000,2000.0,6000.0,6960.0,Anual,AG076,Queretaro,Queretaro,66240.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Elena Diaz,Estado de Mexico,61+,Accidentes Personales,0.012,Elena Diaz,Estado de Mexico,6959.999999999999,MEDIO,63.5,365,1.0
POL-031244,Vid-19-031244,Silvia,Dominguez,Silva,DOSS620102AI0,1962-01-02,64,M,Union libre,,Vida,20 anios,2019-03-16,2019-03-16,2020-03-16,1,Suspendida,,Broker,,,,1000000,,28440.0,32990.4,Anual,AG069,Nuevo Leon,Escobedo,60871.0,Vida Individual,0.018,Vida Individual,0.018,Enrique Sanchez,Coahuila,61+,Vida Individual,0.018,Enrique Sanchez,Coahuila,20880.0,ALTO,64.4,366,1.0
POL-031245,Aut-21-031245,Raul,Perez,Gutierrez,PERG630709OD1,1963-07-09,62,F,Divorciado,Ejecutivo,Autos,Amplia Plus,2021-01-16,2021-01-16,2022-01-16,0,Vigente,,Agente,Honda,2016.0,Pick-up,150000,5000.0,5250.0,6090.0,Anual,AG004,Estado de Mexico,Ecatepec,77407.0,Automoviles,0.035,Automoviles,0.035,Patricia Rios,Veracruz,61+,Automoviles,0.035,Patricia Rios,Veracruz,6090.000000000001,MEDIO,62.9,365,1.0
POL-031246,GMM-20-031246,Sofia,Gutierrez,Sanchez,GUSS770613PY2,1977-06-13,48,M,Soltero,Ingeniero,GMM,Elite,2020-05-18,2020-05-18,2021-05-18,1,Vigente,,Directo,,,,500000,15000.0,12320.0,15434.5,Mensual,AG076,Yucatan,Progreso,13542.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Elena Diaz,Estado de Mexico,46-60,Gastos Medicos Mayores,0.022,Elena Diaz,Estado de Mexico,12760.0,MEDIO,48.9,365,1.0
POL-031247,Aut-19-031247,Enrique,Reyes,Gutierrez,REEG781101KR0,1978-11-01,47,M,Casado,Independiente,Autos,RC+LT,2019-05-11,2019-05-11,2020-05-11,4,Vigente,,Digital,Chevrolet,2022.0,Pick-up,600000,8000.0,21000.0,25578.0,Trimestral,AG021,Coahuila,Saltillo,10626.0,Automoviles,0.035,Automoviles,0.035,Pedro Rios,Michoacan,46-60,Automoviles,0.035,Pedro Rios,Michoacan,24360.000000000004,ALTO,47.5,366,1.0
POL-031248,GMM-24-031248,Patricia,Rivera,Ramos,RIPR010926EP7,2001-09-26,24,M,Divorciado,Consultor,GMM,Basico,2024-04-28,2024-04-28,2025-04-28,1,Vigente,,Agente,,,,500000,10000.0,11000.0,13780.8,Mensual,AG060,Guanajuato,Salamanca,50819.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Victor Jimenez,Queretaro,18-30,Gastos Medicos Mayores,0.022,Victor Jimenez,Queretaro,12760.0,MEDIO,24.6,365,1.0
POL-031249,GMM-23-031249,Fernanda,Cruz,Garcia,CRFG960723WB2,1996-07-23,29,F,Casado,,GMM,Premium,2023-12-21,2023-12-21,2024-12-21,3,Vigente,,Directo,,,,500000,20000.0,11000.0,13780.8,Mensual,AG014,Coahuila,Piedras Negras,71387.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Juan Chavez,CDMX,18-30,Gastos Medicos Mayores,0.022,Juan Chavez,CDMX,12760.0,MEDIO,29.8,366,1.0
POL-031250,GMM-21-031250,Rocio,Romero,Mendoza,RORM881007RA2,1988-10-07,37,F,Divorciado,Independiente,GMM,Elite,2021-10-22,2021-10-22,2022-10-22,0,Vigente,,Agente,,,,500000,20000.0,11000.0,13780.8,Mensual,AG075,CDMX,Miguel Hidalgo,75122.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Victor Jimenez,Yucatan,31-45,Gastos Medicos Mayores,0.022,Victor Jimenez,Yucatan,12760.0,MEDIO,37.6,365,1.0
POL-031251,Vid-20-031251,Jorge,Ramirez,Silva,RAJS630806DY1,1963-08-06,62,F,Casado,Administrativo,Vida,20 anios,2020-11-20,2020-11-20,2021-11-20,4,Vigente,,Broker,,,,5000000,,138600.0,160776.0,Anual,AG050,Queretaro,Queretaro,72101.0,Vida Individual,0.018,Vida Individual,0.018,Gabriela Rios,Nuevo Leon,61+,Vida Individual,0.018,Gabriela Rios,Nuevo Leon,104400.0,ALTO,62.8,365,1.0
POL-031252,Aut-21-031252,Norma,Medina,Perez,MENP641106VY6,1964-11-06,61,M,Casado,Gerente,Autos,RC+LT,2021-11-20,2021-11-20,2022-11-20,4,Vigente,,Digital,Chevrolet,2022.0,Deportivo,600000,8000.0,21000.0,24360.0,Anual,AG036,Nuevo Leon,Apodaca,29577.0,Automoviles,0.035,Automoviles,0.035,Norma Dominguez,Jalisco,61+,Automoviles,0.035,Norma Dominguez,Jalisco,24360.000000000004,ALTO,61.5,365,1.0
POL-031253,Vid-23-031253,Alicia,Chavez,Cruz,CHAC610729HQ1,1961-07-29,64,M,Soltero,Ama de casa,Vida,20 anios,2023-03-14,2023-03-14,2024-03-14,0,Vigente,,Promotor,,,,2000000,,56880.0,71259.26,Mensual,AG052,Yucatan,Merida,59708.0,Vida Individual,0.018,Vida Individual,0.018,Jose Navarro,Jalisco,61+,Vida Individual,0.018,Jose Navarro,Jalisco,41760.0,ALTO,64.8,366,1.0
POL-031254,Acc-20-031254,Ana,Medina,Sanchez,MEAS710818IE7,1971-08-18,54,M,Union libre,Medico,Accidentes Personales,Individual,2020-04-19,2020-04-19,2021-04-19,1,Cancelada,Siniestro total,Agente,,,,200000,2000.0,2400.0,2867.52,Semestral,AG047,Yucatan,Merida,14012.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Silvia Silva,Queretaro,46-60,Accidentes Personales,0.012,Silvia Silva,Queretaro,2784.0,BAJO,54.8,365,1.0
POL-031255,GMM-19-031255,Raul,Moreno,Cruz,MORC750113YX9,1975-01-13,51,F,Casado,Analista,GMM,Plus,2019-11-12,2019-11-12,2020-11-12,1,Vigente,,Broker,,,,300000,10000.0,7689.0,8919.24,Anual,AG019,CDMX,Miguel Hidalgo,22040.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Silvia Hernandez,Veracruz,46-60,Gastos Medicos Mayores,0.022,Silvia Hernandez,Veracruz,7655.999999999999,MEDIO,51.3,366,1.0
POL-031256,Vid-20-031256,Carlos,Castillo,Lopez,CACL600218HM0,1960-02-18,66,F,Casado,Tecnico,Vida,10 anios,2020-06-30,2020-06-30,2021-06-30,4,Vigente,,Agente,,,,500000,,14580.0,17758.44,Trimestral,AG026,Tamaulipas,Nuevo Laredo,47995.0,Vida Individual,0.018,Vida Individual,0.018,Esperanza Jimenez,Nuevo Leon,61+,Vida Individual,0.018,Esperanza Jimenez,Nuevo Leon,10440.0,MEDIO,66.2,365,1.0
POL-031257,Acc-22-031257,Patricia,Silva,Vega,SIPV960604IS6,1996-06-04,29,M,Casado,Contador,Accidentes Personales,Individual,2022-01-17,2022-01-17,2023-01-17,3,Vigente,,Broker,,,,300000,1000.0,3600.0,4510.08,Mensual,AG046,Chihuahua,Cuauhtemoc,98190.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Esperanza Ramirez,Guanajuato,18-30,Accidentes Personales,0.012,Esperanza Ramirez,Guanajuato,4176.0,BAJO,30.0,365,1.0
POL-031258,GMM-19-031258,Ana,Moreno,Sanchez,MOAS931208MV7,1993-12-08,32,F,Casado,Arquitecto,GMM,Elite,2019-10-27,2019-10-27,2020-10-27,0,Vigente,,Agente,,,,3000000,15000.0,66000.0,82684.8,Mensual,AG005,Nuevo Leon,San Pedro,11584.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Claudia Salazar,Estado de Mexico,31-45,Gastos Medicos Mayores,0.022,Claudia Salazar,Estado de Mexico,76560.0,ALTO,32.4,366,1.0
POL-031259,Aut-19-031259,Ricardo,Lopez,Silva,LORS760727BO5,1976-07-27,49,M,Union libre,Independiente,Autos,RC+LT,2019-08-30,2019-08-30,2020-08-30,1,Vigente,,Broker,Volkswagen,2018.0,Sedan,150000,3000.0,5250.0,6577.2,Mensual,AG073,Nuevo Leon,Monterrey,93588.0,Automoviles,0.035,Automoviles,0.035,Mario Ramos,Baja California,46-60,Automoviles,0.035,Mario Ramos,Baja California,6090.000000000001,MEDIO,49.8,366,1.0
POL-031260,GMM-24-031260,Maria,Reyes,Vega,REMV950116EW6,1995-01-16,31,F,Divorciado,Abogado,GMM,Basico,2024-06-12,2024-06-12,2025-06-12,0,Vigente,,Directo,,,,200000,10000.0,4400.0,5104.0,Anual,AG065,Chihuahua,Cuauhtemoc,52179.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Enrique Romero,Baja California,31-45,Gastos Medicos Mayores,0.022,Enrique Romero,Baja California,5104.0,BAJO,31.3,365,1.0
